id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,indoor_area,outdoor_area
795,905475500,20,RL,69.06,11500,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,Gd,Slab,Nb,Nb,Nb,Nb,0.0,Nb,0.0,0.0,0.0,GasA,Ex,N,SBrkr,845,0,0,845,0,0,1,0,3,1,TA,5,Typ,0,Nf,Detchd,1957,Unf,1,290.0,TA,TA,N,186.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,1,2009,WD ,845.0,11686.0
2312,527106010,60,RL,69.06,13006,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,964.0,964.0,GasA,Gd,Y,SBrkr,993,1243,0,2236,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1997,Fin,2,642.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,11,2006,WD ,3200.0,13006.0
2917,923228130,180,RM,21.0,1533,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,5,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,NoMsn,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,553.0,Unf,0.0,77.0,630.0,GasA,Ex,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Ex,3,Typ,0,Nf,Ng,9999,Ng,0,0.0,Ng,Ng,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,8,2006,WD ,1260.0,1533.0
1624,527162080,60,RL,63.0,7875,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,NoMsn,0.0,Gd,TA,PConc,Gd,TA,No,Rec,414.0,Unf,0.0,277.0,691.0,GasA,Gd,Y,SBrkr,691,862,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,Nf,Attchd,1996,Fin,2,420.0,TA,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,8,2007,WD ,2244.0,7919.0
2215,909276160,70,RL,78.0,12168,Pave,No_Alley,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,NoMsn,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,428.0,Unf,0.0,537.0,965.0,GasA,TA,Y,SBrkr,1940,1254,0,3194,0,0,2,1,4,1,TA,10,Typ,2,Gd,Basment,1934,Unf,2,380.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,9,2007,WD ,4159.0,12168.0
1211,534401190,20,RL,80.0,9200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,NoMsn,0.0,TA,TA,CBlock,TA,TA,No,Rec,892.0,Unf,0.0,244.0,1136.0,GasA,TA,Y,SBrkr,1136,0,0,1136,1,0,1,0,3,1,TA,5,Typ,1,Gd,Attchd,1965,RFn,1,384.0,TA,TA,Y,426.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2008,WD ,2272.0,9626.0
1485,907425035,120,RM,69.06,4438,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004,Fin,2,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,6,2008,ConLD,1696.0,4578.0
1024,527325240,20,RL,90.0,13068,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,621.0,TA,TA,PConc,Gd,TA,No,ALQ,890.0,Rec,48.0,273.0,1211.0,GasA,TA,Y,SBrkr,1211,0,0,1211,1,0,2,0,3,1,Gd,6,Typ,1,Po,Attchd,1976,Fin,2,461.0,TA,TA,Y,0.0,0.0,0.0,174.0,0.0,0.0,Np,MnPrv,NoFea,0.0,11,2008,WD ,2422.0,13242.0
570,533213020,120,FV,69.06,4217,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,962.0,Unf,0.0,183.0,1145.0,GasA,Ex,Y,SBrkr,1256,0,0,1256,1,0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2008,Fin,2,641.0,TA,TA,Y,0.0,169.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,3,2009,WD ,2401.0,4386.0
2874,910200060,50,RM,50.0,7000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1926,1950,Hip,CompShg,MetalSd,MetalSd,NoMsn,0.0,TA,TA,PConc,TA,TA,No,ALQ,374.0,Unf,0.0,487.0,861.0,GasA,Ex,Y,SBrkr,861,424,0,1285,0,1,1,0,3,1,TA,6,Typ,0,Nf,Detchd,1950,Fin,2,506.0,TA,TA,Y,96.0,0.0,132.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,5,2006,WD ,2146.0,7228.0
700,902106060,70,RM,60.0,6600,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,TA,Stone,TA,TA,No,Unf,0.0,Unf,0.0,994.0,994.0,GasA,TA,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,TA,11,Min2,0,Nf,Attchd,1985,RFn,1,432.0,TA,TA,Y,0.0,287.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,12,2009,WD ,3366.0,6887.0
2756,906382040,20,RL,73.0,8990,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1498.0,1498.0,GasA,Ex,Y,SBrkr,1498,0,0,1498,0,0,2,0,2,1,Gd,5,Typ,0,Nf,Attchd,2006,RFn,2,675.0,TA,TA,Y,351.0,33.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,4,2006,New,2996.0,9374.0
2022,903236130,70,RM,47.0,7755,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1918,1995,Gable,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,Ex,Y,FuseA,1100,1164,0,2264,0,0,2,1,4,1,TA,8,Typ,0,Nf,Detchd,1950,Unf,1,408.0,TA,TA,Y,0.0,152.0,0.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,5,2007,WD ,3364.0,7907.0
583,534128010,60,RL,69.06,10382,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,Stone,240.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,859.0,BLQ,32.0,216.0,1107.0,GasA,Ex,Y,SBrkr,1107,983,0,2090,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1973,RFn,2,484.0,TA,TA,Y,235.0,204.0,228.0,0.0,0.0,0.0,Np,NoFe,Shed,350.0,11,2009,WD ,3197.0,11049.0
2392,528138030,60,RL,85.0,11924,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,286.0,Ex,TA,PConc,Ex,TA,No,GLQ,998.0,Unf,0.0,177.0,1175.0,GasA,Ex,Y,SBrkr,1182,1142,0,2324,1,0,3,0,4,1,Ex,11,Typ,2,Gd,BuiltIn,2005,Fin,3,736.0,TA,TA,Y,147.0,21.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2006,New,3499.0,12092.0
2424,528228415,120,RM,69.06,3072,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1375.0,1375.0,GasA,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004,Fin,2,398.0,TA,TA,Y,144.0,20.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,5,2006,WD ,2789.0,3236.0
212,904302260,190,RL,60.0,9900,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Shng,NoMsn,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,1026.0,Unf,0.0,186.0,1212.0,GasA,TA,N,SBrkr,1212,180,0,1392,1,0,1,0,3,1,TA,6,Typ,0,Nf,Ng,9999,Ng,0,0.0,Ng,Ng,N,0.0,0.0,168.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,2,2010,ConLD,2604.0,10068.0
736,903227070,50,RM,50.0,6000,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,Y,SBrkr,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960,Unf,1,216.0,TA,TA,N,0.0,0.0,208.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,5,2009,WD ,2232.0,6208.0
1610,924100020,60,RL,69.06,11075,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,Av,ALQ,562.0,LwQ,193.0,29.0,784.0,GasA,Ex,Y,SBrkr,1168,800,0,1968,0,1,2,1,4,1,TA,7,Min2,1,Po,Attchd,1969,RFn,2,530.0,TA,TA,Y,305.0,189.0,0.0,0.0,0.0,0.0,Np,MnPrv,Shed,400.0,9,2008,WD ,2752.0,11569.0
890,908152035,20,RL,80.0,10682,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,HdBoard,HdBoard,NoMsn,0.0,TA,TA,CBlock,TA,TA,No,GLQ,399.0,Unf,0.0,615.0,1014.0,GasA,TA,Y,SBrkr,1149,0,0,1149,1,0,1,0,3,1,TA,7,Min1,0,Nf,2Types,1968,Fin,1,544.0,TA,TA,Y,0.0,240.0,0.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,7,2009,WD ,2163.0,10922.0
467,528221060,60,RL,149.0,12589,Pave,No_Alley,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,742.0,742.0,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,390.0,TA,TA,Y,36.0,24.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,6,2009,WD ,2226.0,12649.0
578,533254110,80,RL,80.0,9600,Pave,No_Alley,Reg,Low,AllPub,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,392.0,392.0,GasA,Ex,Y,SBrkr,1487,1012,0,2499,0,0,2,1,4,1,TA,5,Typ,1,Gd,Attchd,1976,Unf,2,527.0,TA,TA,Y,0.0,64.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,1,2009,WD ,2891.0,9664.0
1747,528231030,80,RL,65.0,16219,Pave,No_Alley,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,779.0,Unf,0.0,56.0,835.0,GasA,Ex,Y,SBrkr,1119,0,0,1119,1,0,2,0,2,1,Gd,5,Typ,0,Nf,Attchd,2004,Fin,2,437.0,TA,TA,Y,100.0,24.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,4,2007,WD ,1954.0,16343.0
1149,531452140,120,RL,55.0,7892,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,NoMsn,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,899.0,1199.0,GasA,Ex,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,Nf,Attchd,1993,RFn,2,530.0,TA,TA,Y,0.0,63.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,3,2008,WD ,2398.0,7955.0
2758,906392090,20,RL,90.0,13377,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,NoMsn,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1576.0,Unf,0.0,260.0,1836.0,GasA,Gd,Y,SBrkr,1846,0,0,1846,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,495.0,TA,TA,Y,0.0,32.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2006,New,3682.0,13409.0
857,907202080,20,RL,69.06,7000,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646.0,Unf,0.0,218.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,6,Typ,0,Nf,Attchd,1978,Unf,1,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,GdWo,NoFea,0.0,7,2009,WD ,1728.0,7000.0
2219,909281130,70,RL,70.0,10570,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,NoMsn,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,297.0,Unf,0.0,556.0,853.0,GasA,TA,Y,SBrkr,1549,1178,0,2727,0,0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,1932,Unf,2,440.0,TA,TA,Y,0.0,74.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,12,2007,WD ,3580.0,10644.0
733,903205040,30,RL,69.06,8854,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,6,1916,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,952.0,952.0,Grav,Fa,N,FuseF,952,0,0,952,0,0,1,0,2,1,Fa,4,Typ,1,Gd,Detchd,1916,Unf,1,192.0,Fa,Po,P,0.0,98.0,0.0,0.0,40.0,0.0,Np,NoFe,NoFea,0.0,5,2009,WD ,1904.0,8992.0
2909,923225190,160,RM,41.0,2665,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,NoMsn,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,264.0,264.0,GasA,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,TA,5,Typ,1,TA,BuiltIn,1977,RFn,1,336.0,TA,TA,Y,141.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,5,2006,WD ,1568.0,2806.0
1798,528458120,60,FV,75.0,9000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1088.0,1088.0,GasA,Ex,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,3,1025.0,TA,TA,Y,208.0,46.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,12,2007,WD ,3047.0,9254.0
235,905378040,50,RL,124.0,18600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,4,1938,1990,Gable,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,288.0,LwQ,684.0,0.0,972.0,GasA,TA,Y,FuseA,1052,558,0,1610,0,1,2,0,4,1,Fa,8,Typ,1,Gd,Attchd,1938,RFn,1,480.0,TA,TA,Y,0.0,0.0,60.0,0.0,0.0,0.0,Np,NoFe,Shed,450.0,6,2010,WD ,2582.0,18660.0
2366,527450080,160,RM,24.0,2160,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,No,LwQ,402.0,Unf,0.0,363.0,765.0,GasA,Gd,Y,SBrkr,765,600,0,1365,0,0,1,1,3,1,Gd,7,Min1,1,Fa,Attchd,1973,Unf,2,440.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,6,2006,WD ,2130.0,2196.0
1027,527357110,60,RL,75.0,9743,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,6,1969,1969,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,280.0,Unf,0.0,440.0,720.0,GasA,Gd,Y,SBrkr,720,588,0,1308,0,0,1,1,3,1,TA,7,Typ,0,Nf,Detchd,1969,Unf,2,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,6,2008,WD ,2028.0,9743.0
1195,534204030,20,RL,65.0,8125,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,2005,Hip,CompShg,HdBoard,HdBoard,NoMsn,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,260.0,Rec,456.0,196.0,912.0,GasA,Ex,Y,SBrkr,925,0,0,925,1,0,1,0,3,1,TA,5,Typ,0,Nf,Detchd,1978,Unf,2,576.0,TA,TA,Y,233.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2008,WD ,1837.0,8358.0
1303,902205070,20,RM,62.0,7311,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,407.0,407.0,GasA,TA,N,FuseA,407,0,0,407,0,0,1,0,1,1,TA,3,Typ,0,Nf,Detchd,1949,Unf,1,297.0,Fa,TA,Y,76.0,0.0,120.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,3,2008,WD ,814.0,7507.0
148,535179020,20,RL,80.0,10032,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1959,1959,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,432.0,TA,TA,CBlock,TA,TA,No,Rec,734.0,Unf,0.0,510.0,1244.0,GasA,Ex,Y,SBrkr,1580,0,0,1580,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1956,Unf,2,440.0,TA,TA,Y,0.0,28.0,0.0,0.0,160.0,0.0,Np,GdWo,NoFea,0.0,6,2010,WD ,2824.0,10220.0
608,534402060,20,RL,115.0,10500,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,TA,Gd,CBlock,TA,TA,No,LwQ,998.0,Unf,0.0,294.0,1292.0,GasA,TA,Y,SBrkr,1292,0,0,1292,1,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1964,Unf,2,520.0,TA,TA,Y,0.0,32.0,0.0,0.0,92.0,0.0,Np,NoFe,NoFea,0.0,7,2009,COD,2584.0,10624.0
2515,533241010,60,FV,114.0,8314,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,569.0,569.0,GasA,Ex,Y,SBrkr,854,840,0,1694,0,0,2,1,3,1,Gd,6,Typ,1,TA,BuiltIn,1997,Unf,1,434.0,TA,TA,Y,0.0,382.0,0.0,0.0,110.0,0.0,Np,GdPrv,NoFea,0.0,11,2006,WD ,2263.0,8806.0
821,906340120,20,RL,61.0,10226,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1622.0,1622.0,GasA,Ex,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008,RFn,3,860.0,TA,TA,Y,172.0,42.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,1,2009,WD ,3252.0,10440.0
2500,533110130,60,RL,121.0,16059,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1288.0,1288.0,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991,Unf,2,462.0,TA,TA,Y,127.0,82.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,4,2006,WD ,3705.0,16268.0
745,903232060,30,RM,51.0,6120,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,NoMsn,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Gd,Y,SBrkr,995,0,0,995,0,0,1,0,2,1,TA,5,Typ,0,Nf,Detchd,1926,Unf,1,264.0,TA,TA,Y,0.0,15.0,51.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,3,2009,WD ,1955.0,6186.0
741,903231010,50,RM,51.0,6120,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,927.0,927.0,GasA,TA,Y,SBrkr,1067,472,0,1539,0,0,1,1,3,1,TA,5,Typ,0,Nf,Detchd,1995,Unf,2,576.0,TA,TA,Y,112.0,0.0,0.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,4,2009,WD ,2466.0,6232.0
1611,1007100110,70,I (all),69.06,56600,Pave,No_Alley,IR1,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1,1900,1950,Hip,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasA,Ex,Y,SBrkr,1150,686,0,1836,0,0,2,0,4,1,TA,7,Maj1,0,Nf,Detchd,1900,Unf,1,288.0,TA,Fa,N,0.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,1,2008,WD ,2522.0,56600.0
2532,534201130,80,RL,75.0,9750,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400.0,Rec,480.0,100.0,980.0,GasA,Gd,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,0,Nf,Attchd,1967,Fin,1,384.0,TA,TA,Y,68.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,10,2006,WD ,1960.0,9818.0
